firstname,gender,probability
Annika,,
Annunciáta,,
Anriett,,
Antal,,
Antea,,
Antigon,,
Antoaneta,,
Anton,,
Antonella,,
Antoniett,,
Antonietta,,
Antos,,
Antónia,,
Antónió,,
Anzelm,,
Anzelma,,
Anélia,,
Anéta,,
Anízia,,
Aníziusz,,
Apaj,,
Apolka,,
Apollinár,,
Apollinária,,
Apolló,,
Apollónia,,
Apor,,
Aporka,,
Apostol,,
Appia,,
Apród,,
Arabella,,
Arad,,
Aragorn,,
Aram,,
Aramisz,,
Aranka,,
Arany,,
Aranyka,,
Aranyos,,
Archibald,,
Ardó,,
Arek,,
Arenta,,
Ari,,
Aria,,
Ariadna,,
Ariadné,,
Ariana,,
Arie,,
Ariel,,
Ariella,,
Arienn,,
Arif,,
Arika,,
Arikán,,
Arina,,
Arinka,,
Arion,,
Arisztid,,
Arita,,
Ariton,,
Arián,,
Ariéla,,
Arkád,,
Arlen,,
Arlett,,
Armanda,,
Armandina,,
Armandó,,
Armella,,
Armida,,
Armilla,,
Arna,,
Arnold,,
Arnó,,
Arnót,,
Arszlán,,
Arszák,,
Artemisz,,
Artemon,,
Artemízia,,
Artiana,,
Artúr,,
Arus,,
Arvid,,
Arvéd,,
Arzén,,
Arzénia,,
Arétász,,
Aser,,
Ashraf,,
Asma,,
Asszunta,,
Asur,,
Aszmet,,
Aszpázia,,
Aszter,,
Asztor,,
Asztrida,,
Asztrik,,
Asztéria,,
Aszáf,,
Ata,,
Atakám,,
Atala,,
Atalanta,,
Atanáz,,
Atanázia,,
Atika,,
Atilla,,
Atina,,
Atlasz,,
Atos,,
Atosz,,
Attila,,
Atád,,
Atália,,
Atára,,
Aténa,,
Aténé,,
Auguszt,,
Augusztina,,
Augusztusz,,
Aura,,
Aurea,,
Aurora,,
Aurél,,
Aurélia,,
Aurélián,,
Auróra,,
Avarka,,
Avenár,,
Avidan,,
Avitál,,
Avner,,
Axel,,
Azarél,,
Azim,,
Aziz,,
Aziza,,
Azra,,
Azriel,,
Azucséna,,
Azura,,
Azurea,,
Azálea,,
Azár,,
Babett,,
Babetta,,
Babita,,
Babiána,,
Babér,,
Bacsó,,
Bagamér,,
Bagita,,
Bahar,,
Bajka,,
Bakta,,
Bakács,,
Balabán,,
Baladéva,,
Balambér,,
Balaráma,,
Balassa,,
Balbina,,
Balda,,
Baldvin,,
Baldó,,
Balián,,
Balla,,
Balló,,
Balmaz,,
Baltazár,,
Balzsa,,
Balzsam,,
Balár,,
Balázs,,
Bandó,,
Bara,,
Barabás,,
Barack,,
Baracs,,
Barakony,,
Barangó,,
Baranka,,
Barbara,,
Barbarella,,
Barbel,,
Barbi,,
Bardó,,
Barka,,
Barla,,
Barlám,,
Barna,,
Barnabás,,
Bars,,
Barsz,,
Barta,,
Bartal,,
Bartos,,
Bartó,,
Barót,,
Batu,,
Batus,,
Bató,,
Baucisz,,
Bazil,,
Bazilia,,
Bazsó,,
Bea,,
Beatricse,,
Beatrisz,,
Beatrix,,
Bebóra,,
Becse,,
Bedecs,,
Bedõ,,
Begónia,,
Bejke,,
Beke,,
Bekes,,
Bekka,,
Bekény,,
Bekõ,,
Belinda,,
Belizár,,
Belián,,
Bella,,
Bellatrix,,
Belár,,
Benammi,,
Bence,,
Bende,,
Bendegúz,,
Bendit,,
Bene,,
Benedek,,
Benedetta,,
Benedikt,,
Benedikta,,
Benediktusz,,
Benett,,
Beniel,,
Benigna,,
Benignusz,,
Benitó,,
Benjamin,,
Benjamina,,
Benjámin,,
Benke,,
Benkõ,,
Bennó,,
Bentli,,
Benvenútó,,
Benája,,
Benáta,,
Benõ,,
Bercel,,
Bere,,
Berec,,
Berend,,
Berengár,,
Bereniké,,
Berfin,,
Berger,,
Berill,,
Beriszló,,
Berián,,
Berke,,
Berkenye,,
Berkó,,
Berna,,
Bernadetta,,
Bernarda,,
Bernardina,,
Bernárd,,
Berta,,
Bertalan,,
Bertel,,
Bertil,,
Bertilla,,
Bertin,,
Bertold,,
Bertolda,,
Berton,,
Bertram,,
Berzsián,,
Berárd,,
Berény,,
Bese,,
Beten,,
Betlen,,
Betsabé,,
Betta,,
Betti,,
Bettina,,
Biana,,
Bianka,,
Bibiána,,
Bihar,,
Birgit,,
Biri,,
Bié,,
Björn,,
Blandina,,
Blanka,,
Blazsena,,
Blondina,,
Bocsárd,,
Bodomér,,
Bodony,,
Bodor,,
Bodza,,
Bodó,,
Bogdán,,
Bogdána,,
Bogi,,
Boglár,,
Boglárka,,
Bogumil,,
Bogárka,,
Bogát,,
Bogáta,,
Bohumil,,
Bohus,,
Bojta,,
Bojtor,,
Bojtorján,,
Boján,,
Bojána,,
Bolda,,
Boldizsár,,
Boleszláv,,
Bolivár,,
Bolyk,,
Bolívia,,
Bonaventúra,,
Bonca,,
Bongor,,
Boni,,
Bonifác,,
Bonita,,
Bora,,
Borbolya,,
Borbála,,
Borbás,,
Borcsa,,
Boris,,
Boriska,,
Borisz,,
Borocs,,
Boromir,,
Borostyán,,
Boroszló,,
Bors,,
Borsa,,
Borsika,,
Boróka,,
Botond,,
Botos,,
Bottyán,,
Botár,,
Bozsena,,
Bozsó,,
Boáz,,
Brenda,,
Brendon,,
Brett,,
Brianna,,
Briell,,
Brigi,,
Brigitta,,
Britani,,
Britni,,
Brunella,,
Brunhilda,,
Bránkó,,
Brútusz,,
Brünhild,,
Buda,,
Bulcsú,,
Buldus,,
Burak,,
Buzád,,
Buzát,,
Bács,,
Bájron,,
Bálint,,
Bán,,
Bánk,,
Bános,,
Bársony,,
Bársonyka,,
Báruk,,
Bátony,,
Bátor,,
Béda,,
Béke,,
Békés,,
Béla,,
Béni,,
Bérc,,
Béta,,
Bíbor,,
Bíbora,,
Bíboranna,,
Bíborka,,
Bítia,,
Bódog,,
Bónis,,
Bónó,,
Bóra,,
Bökény,,
Böngér,,
Böske,,
Búzavirág,,
Cecilla,,
Cecília,,
Celerina,,
Celeszta,,
Celesztin,,
Celesztina,,
Celina,,
Cettina,,
Cezarin,,
Cezarina,,
Cicelle,,
Ciceró,,
Ciklámen,,
Cila,,
Cili,,
Cilka,,
Cilla,,
Cinderella,,
Cinella,,
Cinka,,
Cinna,,
Cinnia,,
Cintia,,
Cipora,,
Cippóra,,
Cipra,,
Ciprián,,
Cipriána,,
Cirel,,
Cirill,,
Cirilla,,
Cirják,,
Cirjék,,
Citta,,
Csaba,,
Csaga,,
Csalka,,
Csatád,,
Csatár,,
Csató,,
Csed,,
Csegõ,,
Csejte,,
Cseke,,
Csekõ,,
Csemen,,
Csende,,
Csendike,,
Csengele,,
Csenger,,
Csente,,
Csepel,,
Cseperke,,
Csepke,,
Cseresznye,,
Csermely,,
Cserne,,
Csete,,
Csetény,,
Csikó,,
Csilla,,
Csillag,,
Csillagvirág,,
Csingiz,,
Csinszka,,
Csinyere,,
Csobajd,,
Csobilla,,
Csoboka,,
Csobád,,
Csobán,,
Csobánc,,
Csobánka,,
Csolt,,
Csoma,,
Csombor,,
Csomor,,
Csongor,,
Csák,,
Csát,,
Csépán,,
Csönge,,
Csöre,,
Csörsz,,
Cvi,,
Cádók,,
Cézár,,
Círus,,
Dafné,,
Dagobert,,
Dagomér,,
Dalanda,,
Dalia,,
Dalibor,,
Dalida,,
Dalla,,
Dalma,,
Damajanti,,
Damarisz,,
Damira,,
Damián,,
Damiána,,
Damján,,
Damjána,,
Damos,,
Damáz,,
Damír,,
Dana,,
Daniela,,
Daniella,,
Danila,,
Daniló,,
Daniéla,,
Danka,,
Danna,,
Dante,,
Daren,,
Daria,,
Darina,,
Darinka,,
Darla,,
Darnel,,
Dasztin,,
Davina,,
Dea,,
Debóra,,
Dejte,,
Deján,,
Delani,,
Deli,,
Delila,,
Delinda,,
Delinke,,
Della,,
Delánó,,
Deme,,
Demeter,,
Demetria,,
Demjén,,
Demény,,
Denerisz,,
Dengezik,,
Denissza,,
Denisz,,
Denisza,,
Deniza,,
Denton,,
Deodát,,
Deodáta,,
Derek,,
Derel,,
Derien,,
Ders,,
Derzs,,
Detre,,
Detti,,
Dettina,,
Devana,,
Devecser,,
Deveni,,
Devínia,,
Dezdemóna,,
Dezidéria,,
Dezmér,,
Dezsider,,
Dezsér,,
Dezsõ,,
Dia,,
Diana,,
Diandra,,
Diaz,,
Diegó,,
Dienes,,
Dijár,,
Diké,,
Dilara,,
Dilen,,
Dilon,,
Dimitra,,
Dimitri,,
Dimitrij,,
Dina,,
Dinara,,
Dioméd,,
Dionízia,,
Diotíma,,
Ditke,,
Ditmár,,
Ditta,,
Ditte,,
Ditti,,
Dió,,
Doboka,,
Dolli,,
Dolorita,,
Doloróza,,
Dolóresz,,
Doma,,
Domicella,,
Domicián,,
Domiciána,,
Dominik,,
Dominika,,
Dominka,,
Domitilla,,
Domokos,,
Domonkos,,
Domos,,
Domán,,
Dománd,,
Donald,,
Donatella,,
Donát,,
Donáta,,
Donátó,,
Dorabella,,
Dorel,,
Doren,,
Doretta,,
Dorina,,
Dorinda,,
Dorinka,,
Dorion,,
Dorisz,,
Dorit,,
Dorka,,
Dorkás,,
Dormán,,
Dormánd,,
Dormánka,,
Dorotea,,
Doroti,,
Dorotina,,
Dorottya,,
Dotti,,
Dov,,
Drasek,,
Druzsiána,,
Dukász,,
Dulcinea,,
Dusenka,,
Dusmáta,,
Dusán,,
Dusánka,,
Dvora,,
Dzsamal,,
Dzsamila,,
Dzsamilla,,
Dzsasztin,,
Dzsenet,,
Dzsenifer,,
Dzsenna,,
Dzsenni,,
Dzserald,,
Dzsesszika,,
Dzsingiz,,
Dzsámília,,
Dzsárgál,,
Dzsínó,,
Dála,,
Dália,,
Dániel,,
Dános,,
Dára,,
Dária,,
Dáriusz,,
Dárió,,
Dárkó,,
Dávid,,
Décse,,
Délia,,
Délibáb,,
Déna,,
Dénes,,
Dés,,
Déva,,
Dévald,,
Dézi,,
Dókus,,
Dóra,,
Dóri,,
Dózsa,,
Döme,,
Dömjén,,
Dömös,,
Dömötör,,
Döníz,,
Ecse,,
Edda,,
Ede,,
Edekon,,
Edgár,,
Edina,,
Edit,,
Edizon,,
Edmond,,
Edmund,,
Edmunda,,
Edna,,
Edrik,,
Eduán,,
Eduárd,,
Eduárda,,
Eduárdó,,
Edvarda,,
Edvin,,
Edvina,,
Edömér,,
Efe,,
Effi,,
Efraim,,
Efrém,,
Egbert,,
Egberta,,
Egmont,,
Egon,,
Egyed,,
Eija,,
Eisa,,
Ekaterina,,
Eldon,,
Eleanor,,
Elek,,
Elektra,,
Elemér,,
Elen,,
Elena,,
Eleni,,
Elenor,,
Eleonóra,,
Elfrida,,
Elga,,
Elida,,
Elif,,
Elihú,,
Elin,,
Elina,,
Elinor,,
Eliora,,
Eliot,,
Eliz,,
Eliza,,
Elizabell,,
Elizabet,,
Elizeus,,
Elizin,,
Elián,,
Eliána,,
Eliél,,
Eliézer,,
Elka,,
Ella,,
Ellina,,
Ellák,,
Elmira,,
Elmár,,
Elmó,,
Eloiz,,
Elton,,
Elvir,,
Elvira,,
Elza,,
Elád,,
Elígiusz,,
Elíz,,
Elõd,,
Emanuéla,,
Emeka,,
Emerencia,,
Emerika,,
Emerina,,
Emerita,,
Emerka,,
Emese,,
Emil,,
Emili,,
Emilia,,
Emilián,,
Emiliána,,
Emina,,
Emir,,
Emma,,
Emmett,,
Emmi,,
Emánuel,,
Emília,,
Emíra,,
Emõ,,
Emõd,,
Emõke,,
Enciána,,
Endre,,
Enese,,
Engelbert,,
Engelhard,,
Enid,,
Enikõ,,
Enja,,
Enki,,
Enna,,
Enzó,,
Ené,,
Enéh,,
Eper,,
Eperke,,
Epifánia,,
Eponin,,
Era,,
Erazmus,,
Erdõ,,
Erhard,,
Erik,,
Erika,,
Erina,,
Erk,,
Erna,,
Ernella,,
Erneszt,,
Erneszta,,
Ernesztin,,
Ernesztina,,
Ernesztó,,
Ernik,,
Ernye,,
Ernák,,
Ernán,,
Ernõ,,
Ervin,,
Ervina,,
Ervínia,,
Erzsi,,
Erzsébet,,
Erátó,,
Erõs,,
Esma,,
Estella,,
Estilla,,
Eszténa,,
Eta,,
Ete,,
Etel,,
Etele,,
Etelka,,
Etka,,
Etre,,
Etus,,
Eudoxia,,
Eufrozina,,
Eufémia,,
Eugén,,
Eugénia,,
Eunika,,
Euniké,,
Euridiké,,
Európa,,
Euszták,,
Eutim,,
Eutímia,,
Euzébia,,
Evangelika,,
Evangelina,,
Evariszt,,
Evelin,,
Evelina,,
Everard,,
Evetke,,
Evica,,
Evila,,
Evina,,
Evita,,
Evolett,,
Evra,,
Evron,,
Evódia,,
Ezel,,
Ezra,,
Ezékiel,,
Fabiána,,
Fabióla,,
Fabrícia,,
Fabrícius,,
Fabríció,,
Fabó,,
Fadett,,
Fahéj,,
Fajsz,,
Fanni,,
Fantina,,
Farkas,,
Fatima,,
Fausztina,,
Fausztusz,,
Febrónia,,
Federika,,
Fedor,,
Fedóra,,
Fehér,,
Fehéra,,
Fehére,,
Fehérke,,
Felda,,
Felicita,,
Felicitás,,
Felicitász,,
Felicián,,
Feliciána,,
Felícia,,
Feodóra,,
Ferdinanda,,
Ferdinánd,,
Ferenc,,
Fernanda,,
Fernandó,,
Fernándó,,
Fiametta,,
Fiamma,,
Fidél,,
Fidélia,,
Filadelfia,,
Filemon,,
Filep,,
Filibert,,
Filippa,,
Filippó,,
Fillisz,,
Filoméla,,
Filomén,,
Filoména,,
Filotea,,
Fineás,,
Fiorella,,
Fioretta,,
Firtos,,
Fióna,,
Flamina,,
Flanna,,
Flavián,,
Florencia,,
Florentin,,
Florentina,,
Florianna,,
Florica,,
Florinda,,
Fláviusz,,
Flávió,,
Flóra,,
Flóris,,
Flórián,,
Fodor,,
Folkus,,
Fortuna,,
Fortunát,,
Fortunáta,,
Fortunátó,,
Franciska,,
Frangipáni,,
Frank,,
Franka,,
Franklin,,
Franni,,
Frederik,,
Frederíkó,,
Frej,,
Freja,,
Fremont,,
Frida,,
Friderika,,
Fridolin,,
Frigyes,,
Frodó,,
Frézia,,
Fábiusz,,
Fábián,,
Fábió,,
Fáni,,
Fárá,,
Fáta,,
Fébé,,
Fédra,,
Félix,,
Fóris,,
Fõbe,,
Fülöp,,
Fürtike,,
Füzér,,
Gabos,,
Gabriella,,
Gaia,,
Gajána,,
Gala,,
Galatea,,
Galina,,
Gallusz,,
Gandalf,,
Gara,,
Gardénia,,
Gaszton,,
Gaura,,
Gazsó,,
Gede,,
Gedeon,,
Gejza,,
Gellén,,
Gellért,,
Gemella,,
Geminián,,
Gemma,,
Genovéva,,
Georgina,,
Geraszim,,
Gerbera,,
Gerd,,
Gerda,,
Gereben,,
Gergely,,
Gergõ,,
Gerhárd,,
Gerjén,,
Gerle,,
Germán,,
Gernot,,
Gerold,,
Gerti,,
Gertrúd,,
Gertrúdisz,,
Gerváz,,
Gerzson,,
Geréb,,
Gesztenye,,
Gibárt,,
Gida,,
Gilbert,,
Gilberta,,
Gilda,,
Gilgames,,
Gina,,
Girót,,
Giszmunda,,
Gisó,,
Gitka,,
Giza,,
Gizella,,
Glenda,,
Glória,,
Gobert,,
Godiva,,
Godvin,,
Godó,,
Golda,,
Goldina,,
Gorda,,
Gordon,,
Gordána,,
Gorgiás,,
Gorán,,
Gotfrid,,
Gothárd,,
Gotlíb,,
Gotárd,,
Graciella,,
Gracián,,
Graciána,,
Gregor,,
Grizelda,,
Grizeldisz,,
Grácia,,
Grész,,
Gréta,,
Gréte,,
Gréti,,
Guidó,,
Gujdó,,
Gunda,,
Gusztáv,,
Gvenda,,
Gvendolin,,
Gyeke,,
Gyenes,,
Gyoma,,
Gyopár,,
Gyopárka,,
Gyula,,
Gyárfás,,
Gyécsa,,
Gyémánt,,
Gyõzõ,,
Gyömbér,,
Gyöngy,,
Gyöngyi,,
Gyöngyike,,
Gyöngyvirág,,
Gyöngyvér,,
Gyöngyös,,
Györe,,
Györgyi,,
Györgyike,,
Györk,,
Györke,,
Gáber,,
Gábor,,
Gábos,,
Gábri,,
Gábriel,,
Gál,,
Gálos,,
Gáspár,,
Gécsa,,
Géda,,
Géla,,
Génia,,
Géza,,
Gópál,,
Góvardhan,,
Góvinda,,
Göncöl,,
Günter,,
Habib,,
Hadassa,,
Hadi,,
Hadriel,,
Hadúr,,
Hajna,,
Hajnal,,
Hajnalka,,
Hajni,,
Hajnácska,,
Hakim,,
Halina,,
Hamid,,
Hamilkár,,
Hamza,,
Hana,,
Hananjá,,
Hanga,,
Hanife,,
Hannabella,,
Hannadóra,,
Hannaróza,,
Hanni,,
Hannibál,,
Hannó,,
Harald,,
Hargitta,,
Hari,,
Harka,,
Harkány,,
Harlám,,
Harmat,,
Harmatka,,
Harri,,
Harriet,,
Harsány,,
Hartvig,,
Harun,,
Hasszán,,
Hatidzse,,
Havadi,,
Havaska,,
Havel,,
Hebron,,
Hedvig,,
Heidi,,
Hejkó,,
Hektor,,
Helen,,
Helena,,
Helga,,
Heliodor,,
Hella,,
Helmond,,
Helmut,,
Helza,,
Helén,,
Heléna,,
Hendri,,
Heni,,
Henna,,
Henriett,,
Henrik,,
Herbert,,
Herkules,,
Hermia,,
Hermiusz,,
Hermész,,
Herold,,
Herta,,
Hessza,,
Hetti,,
Hetény,,
Hiacinta,,
Hiador,,
Hieronima,,
Hilda,,
Hildegárd,,
Hildelita,,
Hilka,,
Hilmár,,
Hilár,,
Hilária,,
Hiláriusz,,
Hina,,
Hippia,,
Hippolit,,
Hippolita,,
Holda,,
Holden,,
Holli,,
Holló,,
Honor,,
Honorina,,
Honorka,,
Honorát,,
Honoráta,,
Honorátusz,,
Hont,,
Honóra,,
Honória,,
Honóriusz,,
Horka,,
Horác,,
Horácia,,
Horáciusz,,
Horáció,,
Huba,,
Hubert,,
Huberta,,
Hubertusz,,
Hugó,,
Humbert,,
Hunor,,
Hunorka,,
Hunyad,,
Hunóra,,
Háfiz,,
Hágár,,
Hájim,,
Hárs,,
Hébé,,
Héda,,
Hédi,,
Héla,,
Hélia,,
Héliosz,,
Héra,,
Hódos,,
Hófehérke,,
Hóvirág,,
Hõs,,
Hümér,,
Ibrahim,,
Ibrány,,
Ica,,
Ida,,
Idrisz,,
Iduna,,
Ifigénia,,
Ignác,,
Ika,,
Ila,,
Ilang,,
Ildefonz,,
Ildi,,
Ildikó,,
Ildár,,
Ilitia,,
Ilián,,
Iliász,,
Illa,,
Illangó,,
Ilma,,
Ilmár,,
Ilna,,
Ilon,,
Ilona,,
Ilonka,,
Ilus,,
Iluska,,
Iláj,,
Ilán,,
Ilárion,,
Imbert,,
Imela,,
Imelda,,
Immakuláta,,
Immánuel,,
Imodzsen,,
Imogén,,
Imola,,
Imre,,
Inana,,
Ince,,
India,,
Indira,,
Indra,,
Indár,,
Inez,,
Inge,,
Ingeborg,,
Ingmár,,
Ingrid,,
Innocencia,,
Ipoly,,
Ippolita,,
Ira,,
Irina,,
Iringó,,
Irma,,
Irén,,
Iréne,,
Irénke,,
Isméria,,
István,,
Isua,,
Iszam,,
Itala,,
Itiel,,
Ivett,,
Ivetta,,
Ivica,,
Ividõ,,
Ivola,,
Ivon,,
Ivonn,,
Ivor,,
Iván,,
Ivána,,
Ivár,,
Ivó,,
Ixion,,
Iza,,
Izabel,,
Izabell,,
Izaiás,,
Izaura,,
Izidor,,
Izidóra,,
Izmael,,
Izméne,,
Izolda,,
Izor,,
Izóra,,
Jadviga,,
Jaffa,,
Jagelló,,
Jaina,,
Jakab,,
Jakobina,,
Jakus,,
Jamuná,,
Jana,,
Janek,,
Janina,,
Janka,,
Jankó,,
Janna,,
Január,,
Janó,,
Jara,,
Jarmila,,
Jefte,,
Jelek,,
Jelena,,
Jeles,,
Jelina,,
Jelka,,
Jella,,
Jemima,,
Jenni,,
Jente,,
Jenõ,,
Jeremi,,
Jeremiás,,
Jermák,,
Jerne,,
Jernõ,,
Jeromos,,
Jerta,,
Jetró,,
Jetta,,
Jetti,,
Jiszka,,
Joachim,,
Joakim,,
Joana,,
Joel,,
Johanka,,
Johanna,,
Johanán,,
Jokébed,,
Jola,,
Jolanda,,
Joli,,
Jolina,,
Jolán,,
Jolánka,,
Jolánta,,
Jonatán,,
Jonka,,
Jordán,,
Jordána,,
Joszina,,
Jována,,
Jozafát,,
Jozefa,,
Jozefin,,
Jozefina,,
Joáb,,
Joáhim,,
Joákim,,
Judit,,
Jukundusz,,
Juli,,
Julianna,,
Julietta,,
Julilla,,
Julinka,,
Julitta,,
Julián,,
Juliána,,
Juliánusz,,
Junior,,
Jusztin,,
Jusztina,,
Jusztusz,,
Jusztícia,,
Jusztínia,,
Juszuf,,
Jutas,,
Jutka,,
Jutta,,
Juvenál,,
Jábin,,
Jácint,,
Jáde,,
Jádránka,,
Jáel,,
Jáfet,,
Jáhel,,
Jáir,,
Jákim,,
Jákob,,
János,,
Jánusz,,
Jára,,
Járed,,
Járfás,,
Járá,,
Jászira,,
Jászon,,
Jávor,,
Jávorka,,
Jázmin,,
Jázmina,,
Jázon,,
Jáél,,
Jónás,,
Józsa,,
József,,
Józsiás,,
Józsua,,
Józsué,,
Júda,,
Júlia,,
Júliusz,,
Júnó,,
Kaba,,
Kabos,,
Kada,,
Kadicsa,,
Kadocsa,,
Kadosa,,
Kajetán,,
Kali,,
Kalina,,
Kalipszó,,
Kalli,,
Kalliopé,,
Kalliszta,,
Kalpavalli,,
Kamil,,
Kamilia,,
Kamilla,,
Kamilló,,
Kamélia,,
Kamília,,
Kandid,,
Kandida,,
Kanut,,
Kapisztrán,,
Kaplon,,
Kaplony,,
Kapolcs,,
Kara,,
Karacs,,
Karcsa,,
Kardos,,
Karim,,
Karin,,
Karion,,
Karitász,,
Karla,,
Karmelina,,
Karmella,,
Karmen,,
Karméla,,
Karola,,
Karolina,,
Karsa,,
Kartal,,
Karácson,,
Kasszandra,,
Kasszián,,
Kata,,
Katalin,,
Katarina,,
Katerina,,
Kati,,
Katica,,
Katinka,,
Katrin,,
Kató,,
Kazimír,,
Kelda,,
Keled,,
Kelemen,,
Kelemér,,
Kelen,,
Kelli,,
Kelvin,,
Kelén,,
Kemal,,
Kemecse,,
Kemenes,,
Kemál,,
Kenese,,
Kenza,,
Kenéz,,
Kerecsen,,
Keresztes,,
Keresztély,,
Kerim,,
Kerka,,
Kersztin,,
Kerubin,,
Keszi,,
Keszõ,,
Ketel,,
Ketrin,,
Keve,,
Kevend,,
Kevin,,
Keán,,
Kian,,
Kiara,,
Kien,,
Kikinda,,
Kilit,,
Kilián,,
Kiliána,,
Kilény,,
Kincs,,
Kincse,,
Kincsõ,,
Kinga,,
Kinizs,,
Kira,,
Kiri,,
Kirilla,,
Kiron,,
Kirtana,,
Kisanna,,
Kisó,,
Kitana,,
Kitti,,
Kitán,,
Kián,,
Klarissza,,
Klarisz,,
Klaudia,,
Klaudiusz,,
Klaudiána,,
Klaudió,,
Klausz,,
Klea,,
Klemencia,,
Klementina,,
Kleofás,,
Kleon,,
Kleopátra,,
Kleó,,
Klió,,
Klotild,,
Kloé,,
Klára,,
Klári,,
Klélia,,
Klétus,,
Kocsárd,,
Kofi,,
Kolen,,
Kolett,,
Koletta,,
Kolin,,
Kolja,,
Kolombina,,
Kolos,,
Kolozs,,
Kolta,,
Kolumbusz,,
Kolumbán,,
Kond,,
Konkordia,,
Konor,,
Konrád,,
Konstancia,,
Konstantin,,
Kont,,
Koppány,,
Kora,,
Korall,,
Kordélia,,
Koridon,,
Koriolán,,
Kornél,,
Kornélia,,
Kornéliusz,,
Korvin,,
Korália,,
Kovrat,,
Kozett,,
Kozima,,
Kratosz,,
Kreola,,
Kresimir,,
Krimhilda,,
Krisna,,
Kristóf,,
Kriszta,,
Krisztabell,,
Kriszti,,
Krisztin,,
Krisztina,,
Krisztián,,
Krisztiána,,
Krisztofer,,
Krizanta,,
Krizantusz,,
Krizia,,
Krizosztom,,
Krizsán,,
Kund,,
Kunigunda,,
Kunti,,
Kunó,,
Kurd,,
Kurszán,,
Kurt,,
Kustyán,,
Kusán,,
Kventin,,
Kádizsá,,
Káin,,
Kájusz,,
Kál,,
Kála,,
Káldor,,
Káleb,,
Kálmán,,
Kámea,,
Kán,,
Kárisz,,
Kármen,,
