firstname,gender,probability
Adam,,
Adela,,
Adolf,,
Adrián,,
Adriána,,
Agnesa,,
Agáta,,
Alan,,
Albert,,
Albín,,
Albína,,
Alena,,
Alexander,,
Alexandra,,
Alexej,,
Aleš,,
Alfonz,,
Alfréd,,
Alica,,
Alojz,,
Alojza,,
Alžbeta,,
Ambróz,,
Amália,,
Anabela,,
Anastázia,,
Andrea,,
Andrej,,
Anežka,,
Angela,,
Anna,,
Anton,,
Antónia,,
Arnold,,
Arpád,,
Augustín,,
Aurel,,
Aurélia,,
Barbora,,
Bartolomej,,
Belo,,
Benjamín,,
Bernard,,
Berta,,
Beáta,,
Beňadik,,
Bibiána,,
Blahoslav,,
Blanka,,
Blažej,,
Blažena,,
Bohdan,,
Bohdana,,
Bohumil,,
Bohumila,,
Bohumír,,
Bohuslav,,
Bohuslava,,
Bohuš,,
Boleslav,,
Bonifác,,
Boris,,
Božena,,
Božidara,,
Branislav,,
Branislava,,
Brigita,,
Bronislava,,
Bruno,,
Bystrík,,
Cecília,,
Ctibor,,
Cyprián,,
Cyril,,
Dagmara,,
Dalibor,,
Dana,,
Danica,,
Daniel,,
Daniela,,
Darina,,
Demeter,,
Denis,,
Denisa,,
Dezider,,
Diana,,
Dionýz,,
Dobromila,,
Dobroslav,,
Dobroslava,,
Dominik,,
Dominika,,
Dorota,,
Drahomír,,
Drahomíra,,
Drahoslav,,
Drahoslava,,
Dušan,,
Dušana,,
Dávid,,
Dáša,,
Edita,,
Edmund,,
Eduard,,
Ela,,
Elena,,
Eleonóra,,
Eliška,,
Elvíra,,
Ema,,
Emanuel,,
Emil,,
Emília,,
Erik,,
Erika,,
Ernest,,
Ervín,,
Estera,,
Etela,,
Eugen,,
Eugénia,,
Eva,,
Fedor,,
Ferdinand,,
Filip,,
Filoména,,
Florián,,
František,,
Františka,,
Frederik,,
Fridrich,,
Félix,,
Gabriel,,
Gabriela,,
Galina,,
Gašpar,,
Gejza,,
Gertrúda,,
Gizela,,
Gregor,,
Gustáv,,
Hana,,
Hedviga,,
Helena,,
Henrich,,
Henrieta,,
Hermína,,
Hilda,,
Hortenzia,,
Hubert,,
Hugo,,
Ida,,
Ignác,,
Igor,,
Imrich,,
Ingrida,,
Irena,,
Irma,,
Ivan,,
Ivana,,
Iveta,,
Ivica,,
Izabela,,
Izidor,,
Iľja,,
Jakub,,
Jana,,
Jarmila,,
Jarolím,,
Jaromír,,
Jaroslav,,
Jaroslava,,
Jela,,
Jerguš,,
Jolana,,
Jozef,,
Jozefína,,
Judita,,
Juliana,,
Juraj,,
Justína,,
Ján,,
Júlia,,
Július,,
Kamil,,
Kamila,,
Karina,,
Karol,,
Karolína,,
Katarína,,
Kazimír,,
Klaudia,,
Klement,,
Klára,,
Koloman,,
Konštantín,,
Kornel,,
Kornélia,,
Kristián,,
Kristína,,
Krištof,,
Kvetoslava,,
Ladislav,,
Laura,,
Lea,,
Lenka,,
Leonard,,
Leopold,,
Lesana,,
Levoslav,,
Liana,,
Libuša,,
Linda,,
Lucia,,
Lujza,,
Lukáš,,
Lívia,,
Lýdia,,
Magdaléna,,
Malvína,,
Marcel,,
Marcela,,
Marek,,
Margaréta,,
Margita,,
Marianna,,
Marián,,
Maroš,,
Marta,,
Martin,,
Martina,,
Marína,,
Matej,,
Matilda,,
Matúš,,
Maximilián,,
Medard,,
Melinda,,
Melánia,,
Metod,,
Michaela,,
Michal,,
Mikuláš,,
Milada,,
Milan,,
Milena,,
Milica,,
Miloslav,,
Miloslava,,
Milota,,
Miloš,,
Miriama,,
Miroslav,,
Miroslava,,
Mojmír,,
Monika,,
Mária,,
Móric,,
Nadežda,,
Nataša,,
Natália,,
Nikola,,
Nina,,
Nora,,
Norbert,,
Oldrich,,
Oleg,,
Oliver,,
Olympia,,
Ondrej,,
Oskar,,
Oto,,
Otília,,
Oľga,,
Pankrác,,
Patrik,,
Patrícia,,
Paulína,,
Pavol,,
Perla,,
Peter,,
Petra,,
Petronela,,
Pravoslav,,
Prokop,,
Radomír,,
Radoslav,,
Radovan,,
Radúz,,
Rastislav,,
Rebeka,,
Regína,,
Renáta,,
René,,
Richard,,
Roland,,
Roman,,
Romana,,
Rozália,,
Rudolf,,
Ružena,,
Róbert,,
Sabína,,
Samuel,,
Sergej,,
Servác,,
Severín,,
Sidónia,,
Silvester,,
Silvia,,
Simona,,
Slavomír,,
Sláva,,
Slávka,,
Sofia,,
Soňa,,
Stanislav,,
Stanislava,,
Stela,,
Svetlana,,
Svetozár,,
Svätopluk,,
Sára,,
Tadeáš,,
Tamara,,
Tatiana,,
Teodor,,
Terézia,,
Tibor,,
