firstname,gender,probability
Fèlix,,
Gal·la,,
Garbí,,
Gastó,,
Gaufred,,
Gausbert,,
Gausfred,,
Gelabert,,
Gemma,,
Genís,,
Georgina,,
Gerai,,
Gerald,,
Gerard,,
Germà,,
Glòria,,
Gonçal,,
Gotlana,,
Gotruda,,
Grau,,
Gregori,,
Gueralda,,
Guerau,,
Guifré,,
Guillelma,,
Guillema,,
Guim,,
Guisla,,
Guiu,,
Gustau,,
Habacuc,,
Helena,,
Hug,,
Hèctor,,
Ia,,
Ignasi,,
Immaculada,,
Inda,,
Iol,,
Iolanda,,
Irene,,
Isaac,,
Isaura,,
Isma,,
Isona,,
Iu,,
Ivan,,
Ivet,,
Izan,,
Jacina,,
Jara,,
Joan,,
Joana,,
Joel,,
Jofre,,
Jonàs,,
Jordi,,
Jordina,,
Josefí,,
Josep,,
Judit,,
Judith,,
Julià,,
Júlia,,
Kilian,,
Laia,,
Laura,,
Laureà,,
Lerenna,,
Letgarda,,
Letícia,,
Lia,,
Lledó,,
Lleó,,
Lluc,,
Llucià,,
Lluis,,
Llull,,
Llum,,
Llura,,
Lluïsa,,
Llàtzer,,
Llúcia,,
Luard,,
Lídia,,
Mafalda,,
Magí,,
Manel,,
Mar,,
Marc,,
Margalida,,
Margarit,,
Maria,,
Maricel,,
Marimon,,
Mariona,,
Marta,,
Martina,,
Martí,,
Marçal,,
Mateu,,
Maurici,,
Mercè,,
Meritxell,,
Milos,,
Miquel,,
Mireia,,
Mirt,,
Miró,,
Modest,,
Montserrat,,
Mònica,,
Natan,,
Nati,,
Natàlia,,
Neus,,
Nil,,
Nit,,
Noa,,
Noemí,,
Norma,,
Nura,,
Nèstor,,
Núria,,
Olaf,,
Olau,,
Oleguer,,
Olga,,
Oliva,,
Oliver,,
Oriol,,
Oscar,,
Ot,,
Ota,,
Otger,,
Pagesa,,
Palau,,
Patrícia,,
Pau,,
Paula,,
Peregrina,,
Peris,,
Peronella,,
Pilar,,
Pol,,
Ponça,,
Quel,,
Quer,,
Queralt,,
Quim,,
Quima,,
Quintí,,
Quirze,,
Quixot,,
Radulf,,
Rafael,,
Rafaela,,
Raimon,,
Ramir,,
Ramona,,
Raquel,,
Rauric,,
Raül,,
Remei,,
Renat,,
Riquilda,,
Rispau,,
Rita,,
Robert,,
Roc,,
Roderic,,
Roger,,
Romea,,
Rosa,,
Rosalia,,
Roser,,
Rosseyó,,
Rosó,,
Rovella,,
Rubén,,
Rut,,
Rutger,,
Samuel,,
Sancia,,
Sancina,,
Santiago,,
Sanç,,
Sança,,
Saoni,,
Saurina,,
Selma,,
Senda,,
Serafí,,
Sergi,,
Sever,,
Severí,,
Siara,,
Sibil,,
Sibilia,,
Sibil·la,,
Silvana,,
Silvà,,
Sira,,
Siset,,
Suavas,,
Suevis,,
Sunyer,,
Sílvia,,
Sònia,,
Tamar,,
Teia,,
Telm,,
Timburguera,,
Tresa,,
Tuixén,,
Tura,,
Uguet,,
Urgell,,
Uriel,,
Valentí,,
Valeri,,
Valèria,,
Vanessa,,
Verònica,,
Vicenç,,
Victòria,,
Vidal,,
Vinyet,,
Violant,,
Violeta,,
Virgínia,,
Víctor,,
Xavier,,
Xènia,,
Zacaries,,
Zenaida,,
Zenon,,
Zoa,,
Zotan,,
Àgata,,
Àlex,,
Àlvar,,
Àneu,,
Àngel,,
Àngela,,
Àngels,,
Àurea,,
Àxel,,
Álex,,
Èlia,,
Èric,,
Òscar,,
Úrsula,,
